Text,Sentiment
 ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I'm stressed the fuck out,neg
 ahhh this sucks,neg
 ahhhhh this is the worst thing to ever happen to me,neg
 ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already c'mon!!!,neg
 alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!,neg
" All I want to do is watch an awesome new (to me) show, and the internet mocks me. Oh, it mocks me hard. Suck it, internet.   ",neg
 all my bestfriends are leaving!,neg
 all my friends seem to be with kittens or eating ice cream. this monday is for the birds.,neg
 all my texts were deleted by landi :/ i miss certain ones a lotttt,neg
 all my work is completed and i'm passing everything. now all i have to stress over is exams. u.s. one tomorrow.  &lt;33 4 days.,neg
 all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner. ,neg
 all the firends i make in the airport has to leave before i do...,neg
 all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..,neg
 alllways raining in aberdeen here i come sunnnnshine,neg
" alright back onto being bored. going to bed any time soon, have to get up early.",pos
 am I a loner?,neg
 Am racit...,neg
 Am wondering why 'friends' are telling me me to shut it - when actually i have barely said anything...,neg
 amy hit me cos i call her drink lady,neg
 and a shocker for those who left sytycd tonight. One run cut too short.,neg
 and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5,pos
 and I dunno why but with you I'd dance in a storm in my best dress.,pos
 AND maths exam tomorrow; just to make life even bettter....,neg
 and our second flight is canceled.,neg
- Annnnnd @CarlaNix 's website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon! ,pos
- another dbl shift tomorrow.. on Father's day  which means: minimal time with gpa. the illest man ever :[,neg
" 2pm, lunchtime is over and da boss is back in town...",neg
 3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won't be able to farm titanium.,neg
 3negstm playin at london tommorow &amp; only london in england,neg
 4's reallyy??? #PakCricket,neg
- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia,pos
 6neg followers NOW!  .....yesterday 62 ,neg
 68 new results in 5 minutes; replies for @DavidArchie.  He'll never get a chance to reply.,neg
- 8 DAYS TILL SCHOOL HOLIDAYS END ,neg
- a bit depressed after checking the local weather forecast - 9 out of the next posneg days are forecasted to be rainy. The tenth is cloudy. ,neg
 a goodmorning back at cha @moovmnt,pos
 a lot of hacks is garena server but the games there are fun,neg
 a perfect weekend ,pos
 a pony's clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.,pos
" adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?",neg
 adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =],pos
 after next wednesday i wont be able to snuggle with lilly when i go to bed. she's the BEST dog ever.,neg
" After turning my fan club into a religion, it lost two members.",neg
 again..cause india is definitely out.. ==,neg
 Ah well I'm having enough fun playing with 3.neg which I got LEGALLY. *Shakes his head at people who got it illegaly*,neg
"-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah! ",neg
 aint i supposed to be happy ...,pos
" alas, my feet hurt from the trek home (no pun intended &gt;_&gt;)",neg
" Alexa isn't feeling well. Daddy went and picked her up from Gram's house, and I'm heading out to take her to the doctors. Poor baby.",neg
" all done., time to finally start shuting down",pos
 all good things must come to an end.. bye bye Hamptons,neg
 All i can say is DAM IT TO HELL!!!!!!!!!!!!,neg
 all I have to say is sorry =\ &amp;&amp; even though were still togther I feel so far apart...,neg
" all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*",pos
- all the snow is gone... that didn't take long... ,pos
 all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL,neg
 almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu,pos
 almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin,neg
-- almost wishing i didnt volunteer to teach VBS this yr. i do need a break ,neg
 Alone and invisible ,neg
 aloneeeeeeeee,neg
" also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!",pos
 Alton towers with the school on Friday  although we need to leave at 5am ,neg
 am 2negneg updates in Twitter #stats,pos
 am i too immature for a pos6 year old? I just really like Ninja ponies..that have only 3 legs.,pos
 haha. Someone i don't even know made me laugh. ryan ross = win.,pos
 hair looks dorky. Oh well.,neg
 hand ball again by wynne.. Dc scores on penalty.. BS 3-3,neg
 Hanging out with Steven Mohler on Sunday! ah :],pos
 hangover not good..,neg
 happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog  ,pos
 happy face.,pos
 happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.,neg
 happy that its sunny,pos
 happy to see him,pos
 happy with the way thing are goingg,pos
" Happy, knowing my friends are still my friends.",pos
 happy. spending time with mum,pos
 harsh shisha,neg
 has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x,neg
- Has Just Got Up &amp;+ Is Listening To Good Charlotte ,pos
- has obvisously just lost the game yet again... ,neg
 has something very special in mind &lt;333,pos
 hate my life..hate coming home..,neg
 hates the fact that she has to work instead of going dress shopping with my cousin!!!,neg
- hates waiting and equally hates job hunting! ,neg
 have a headache...,neg
 Have a Nice Day!,pos
 have a nice day... cause i will!,pos
 Have sooo much to revbise I don't even get to go church. Boo to exams,neg
 have to get up a 3:negnegam tomorrow,neg
 have to take car to mechanic fml.  #talesfrmsurbs,neg
 havent updated in forever,pos
 havin a bad hair day ; an the weather is not helpin my mood at all !! ..,neg
 havin fun my friend?,pos
- having a bad day ! ,neg
" Having a terrible day, hope everyone else is doing better off than we are at the store.",neg
 having the biggest thought right now,neg
 having to get tooth pulled - on the bright side problem solved,neg
- having to stay up and watch my sister throw up. she is so very hammered. and this is really not fun...  long night for me. hmmm.,neg
 he didn't answer and his voicemail box is full.  Dammit.,neg
"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine &amp; Apple fucking Tango are all inside my belly ",pos
 Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3,pos
 hee hee. your so weird. and i did NOT shiver.,pos
 Heroes is losing it's momentum ): come on writers pick it up!!!,neg
" Hey Terri! The game isn't too expensive, but over time, you'll have made quite an investment...",pos
 hey...i'm back..if someone want to talk.. here i am.,pos
 hiccuuppsss ,neg
" his gone for a month in the middle of winter... first day and im lost already... pos down, 29 to go.... hurry up",neg
 History Final Review..Still Not Done.,neg
 hm.. Can I be the nut?,neg
 hmm emotionless,pos
 hmph...text me...,neg
 Home finally.Making fettuccine and relaxing my sore feetsies!,pos
 Home sweet home (: finally back XD,pos
 homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ? ,pos
 another year older,neg
 any comment on the latest star trek movie? is it nice?,pos
" any day now, any way now. I Shall Be Released.",pos
 Anyone have any connections to getting SOLD OUT tix for Duran Duran at The Fillmore???!,neg
 AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8knneg,pos
-- Apparently I have to wait til June 5  I want some of Paolo's Candy nooooooooow,neg
 apple counting the kama sutra as objectionable/abscene? http://bit.ly/bHJG8,neg
 apple counting the kama sutra as objectionable/obscene? http://bit.ly/bHJG8,neg
 Apple has delayed the release of OS3! http://bit.ly/2lwpll,neg
 Apple store... BBL ~,pos
" are selena gomez &amp; taylor lautner going out, that just ruined my day",neg
 Are you going to be taking photographs tonight??? :O,pos
 ARRRRRRGGGH!   I can't wait till next weeeeeeeeek!,pos
" at david eddings dieing, a brilliant author and will miss his skilled penmanship",neg
 AT LAST!! Successful deployment complete.  Soo.....what do I do now?,pos
 At least one dead in shooting by militia at potesters in Azadi Sq in Tehran: http://tinyurl.com/nsvx6q #IranElection,neg
 at tegus x 2 days only ,neg
- at the apple store again today because Jonathan did not wake up early and now needs his phone. ,neg
 at the clouds and the threat of rain in Savusavu!,neg
 at work until 4,neg
 At work.. having a postive attitude!!,pos
 Athens landmark Georgia Theater  on fire... http://bit.ly/EOL7s,neg
" aw , he had to get off the phone *sigh* oh well. time to go masturbate now &gt;_&gt; Or call adam..idk. Goodnight.",neg
 aw my loopt didn't upload the pic. I wanted 2 show u guys the art.,neg
 awesome,pos
 awesome day! soooooooooooooo happy &lt;3,pos
" awesome! Man, I miss you. I woke up thinking about you....it looks like you've been in my dreams!",pos
 Awesome. &lt;3 TEDDY! &lt;3,pos
 aww dont make me blush!,pos
 aww i already did,neg
 aww I just saw a decapitated baby dear on the side of the road that made me sad.,neg
 awww i hope u can get it.,neg
 awww man. This suckd,neg
 Baby strampelt fast im Takt (New Soul - Yael Naim),pos
 back from native...,neg
" back here, I was busy xD Wirting Stars Loves, almos 4negneg pages xD and listenint AFH and TV ",pos
 back pain again!! calls for another therapy (annoyed) http://plurk.com/p/pos3c7l9,neg
 back to sch tmr,neg
 Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomizedpos8neg See yah tomorrow then I guess ,neg
 bad day,neg
 bad day already,neg
 bad headache,neg
 bad mood. work soon. 9 hour shift wtf. sometimes i wish i had an another job.,neg
 bad night bad times i hate the police and alcohol. and btw katie cw scores are added on they mean very little.,neg
" bah, I'm getting a bit sick of people whining on the internet.",neg
 bandom has spoiled me rotten and now I'm feeling very emo. WHY SO FEW GOOD FRUITS BASKET FICS WHY.,neg
" battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t",neg
 hope you all are having a good day/night.............. :-D,pos
 hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.,neg
 How 2 get OCDer 2 eat more than pos-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he'd eat like a horse,neg
 how can someone hurt someone soo much ........aspecially to family!!!!,neg
 how horrible  R.I.P Georgia Theater,neg
 HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.,neg
 how much longer is this going to go on?,neg
 how much rain can we take?,neg
 http://bit.ly/t8sGF  I hope she starts taking care of herself &lt;3,neg
 http://img2neg7.imageshack.us/my.php?image=wpclposneg67negs.jpg her songs are so perfect.,neg
 http://tinyurl.com/llb9vf Poor boy was autistic &amp; loved water. Wish I could say he died with what he loved. But drowning's awful. ,neg
 hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...,neg
 i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.,neg
 i agree @OasisStasis,pos
 i am back,pos
" I AM BORED, and ew. My dog just killed an insect!",pos
 i am crying you all a river...,neg
 I am falling in love with Stockington - such a witty wise meow meow!! ^^,pos
 i am musical today!,pos
 I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.,neg
 i am very happy today! and i don't why?      ,pos
 I ate too much. Now I can't sleep because I feel sick...and there are a lot of sirens.,neg
 i beat you video on youtube,pos
 I can already tell that it's going to be one of *those* days...,neg
 I can find my eye shadow pursh!! :'(,neg
- i could have stayed...  - CELL,neg
" I did not get to see Beth, Rachel or Ginny today.... I'll see them tomorrow.",neg
 i didnt get head boy. Oh well...x,neg
" i didn't get to cook, instead had dogs... it was ok, i guess. kinda tired but not sleepy :-s btw i so &lt;3 my new book lol",neg
 I dislike myself right now. Maybe A Letter To You will help a bit. Gonna lay down : /,neg
 AM meetings suck!!,neg
 am so upset but i wont tell you!,neg
 am suddenly v. v. sad and tired. :\ also - can anyone think of great hero anthems? counterpart to heroine's: http://snurl.com/kixxt,neg
